A0AUP1	0.360992	-0.0775284	0.0325038	0.171187	0.152769	0.0134718	-0.151889	0.0693762	<nodata>	-0.0345554	<nodata>	0.0521138	<nodata>	-0.41313	<nodata>	0.136422	<nodata>	-0.912281	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.00810028	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O08547	0.141986	-0.136148	0.0474238	-0.139626	0.159669	0.0642278	-0.0924104	-0.170587	1.12262	-0.392477	0.124213	-0.662158	-0.191306	-0.252772	-0.394068	-0.946927	0.374714	-0.813951	-0.803125	<nodata>	0.120883	-0.357774	<nodata>	0.152497	-0.0968959	-0.0618058	-0.524848	<nodata>	<nodata>	-0.0907684	-0.25241	0.25789	0.400462	0.52494	0.0101359	0.198219	-0.15122	-0.0184133	0.0356399	-0.0790177	0.0798421	-0.081208
O08553	-0.0420291	-0.0385995	-0.137103	-0.294159	-0.0102112	-0.0470608	-0.251439	-0.281026	-0.122252	0.00218714	-0.133152	-0.347339	-0.0907726	0.0918572	-0.252361	-0.507463	-0.0520616	0.018333	-0.255001	0.133663	-0.0847208	-0.0494491	-0.229477	-0.0216695	-0.0180073	-0.0382006	-0.377413	-0.00892101	0.0216363	-0.146058	-0.367625	-0.0225711	-0.0498838	-0.399564	-0.0106595	0.0125328	-0.127346	-0.153991	-0.0123693	-0.00140392	-0.137868	-0.360425
O08573	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.36905	<nodata>	0.122442	0.747359	1.26887	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O08579	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.176303	-0.144999	0.261899	0.278543	-0.158361	0.269345	0.171391	0.378426	-0.0973014	0.537883	-0.0295553
O08582	-0.0274884	-0.824832	-0.576505	<nodata>	<nodata>	-0.54162	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.468908	-0.0769081	<nodata>	-0.13529	-0.053642	-0.338555	-0.599677	0.218981	0.321108	-0.441441	-0.288097	-0.214353	-0.273308	-0.271438	0.204906	0.189284	-0.278206	-0.554741	0.229943	-0.0116466	-0.464778	-0.309352
O08583	-0.137493	<nodata>	0.337297	0.0201047	-0.172225	<nodata>	-0.0119469	0.113065	<nodata>	-0.191742	-0.455575	<nodata>	<nodata>	<nodata>	0.243794	<nodata>	<nodata>	<nodata>	<nodata>	0.158682	0.237818	-0.438477	0.309063	-0.0258622	0.00438473	-0.118046	0.433577	0.112861	0.312329	-0.183362	0.395452	-0.666143	-0.502293	-0.116508	0.127091	-0.210723	-0.0527358	<nodata>	<nodata>	<nodata>	0.0289494	<nodata>
O08584	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0155195	0.0502411	0.0133171	-0.109623	-0.0581919	0.0847898	-0.0325919	-0.0700089
O08585	0.056978	0.1119	-0.14756	-0.318459	0.101016	0.256764	-0.247471	-0.503328	0.907951	0.390048	-0.181632	-0.0284834	0.762821	0.579851	-0.103376	0.118406	0.53762	0.433081	-0.100381	<nodata>	0.255297	0.0244055	<nodata>	-0.064341	-0.00720985	-0.0420976	-0.147304	-0.0356142	0.107132	-0.0733968	-0.0146142	0.174955	0.538768	0.0899165	0.119283	0.199377	-0.264168	-0.0570754	-0.00761135	0.0442006	-0.164782	-0.123542
O08599	-0.0924409	-0.116554	0.00151444	-0.215267	-0.120152	-0.311251	-0.224452	-0.24088	<nodata>	-0.261416	-0.259845	0.00108493	-0.393208	-0.534884	-0.410501	<nodata>	-0.308523	-0.48015	<nodata>	<nodata>	-0.0172426	-0.249135	-0.00550096	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0665657	-0.280844	-0.276091	-0.0281868	-0.104031	0.0417661	<nodata>	-0.379093	-0.115999	-0.161352	<nodata>
O08638	0.213009	-0.242242	-0.201585	-0.263215	0.168494	-0.198978	-0.219509	-0.555417	0.129778	0.00115136	-0.0107606	-0.173114	-0.0973725	-0.00252964	-0.147652	-0.304704	0.0589838	-0.0116938	-0.249816	-0.113598	0.148389	-0.00601698	0.186469	0.134004	-0.0587978	0.0691791	-0.275202	0.080519	0.00131726	-0.183067	-0.549646	-0.122862	-0.0960272	-0.392957	-0.0604427	0.0774026	-0.121939	-0.1895	-0.0677974	0.0836735	-0.0876377	-0.271168
O08663	<nodata>	<nodata>	0.448904	0.393353	<nodata>	<nodata>	0.74571	0.16148	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0065439	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O08677	0.0894923	-0.109813	0.191439	0.697992	0.064964	0.0336378	0.410467	0.616258	-0.446961	-0.114742	0.475443	0.857862	-0.108232	0.144724	0.780445	1.00652	-0.185217	0.324956	1.11337	-0.900889	0.110719	0.504403	0.679157	0.0465079	0.0253586	0.239938	0.730128	0.0837166	0.103566	0.369673	0.670166	-0.053855	0.0259805	0.476552	0.0675723	0.24407	0.0895773	0.588223	0.0359068	0.297684	0.385994	0.651171
O08709	-0.0381753	-0.0235181	0.0122398	-0.0948346	0.000588831	0.05458	-0.118906	-0.231188	-0.144609	-0.0781751	-0.189613	-0.265368	-0.342135	-0.039706	-0.198896	-0.352724	-0.165224	-0.0933892	-0.313252	0.147867	-0.114996	-0.0716978	-0.19488	-0.0142202	0.0266389	-0.044497	-0.233985	-0.0151449	0.0436711	-0.106713	-0.319845	-0.17239	-0.330715	-0.52736	0.15628	0.175925	-0.143	-0.13997	0.000580116	0.158215	-0.164206	-0.446502
O08738	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0614281	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O08739	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.418193	-0.0718361	0.181955	0.0725492	0.415441	-0.169808	0.217326	-0.0156194	0.400022	0.0106863	-0.00913483	0.215098	-0.184129	0.0476371	-0.026453	-0.168868	0.148371	-0.21562	0.0726518	-0.26007	-0.118535	0.0880409	-0.435584	0.135211	<nodata>	-0.0414599	0.0805909	-0.0663324	0.0160941	-0.56168	0.103074	0.145146	-0.238987	-0.719034
O08740	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0966367	0.0528244	-0.213867	-0.346082	0.0276252	0.0553518	-0.303944	-0.78388	0.0128815	0.00266513	-0.596638	0.353408	-0.0854301	-0.0166773	-0.401612	-0.302512	0.196416	-0.069491	-0.708375	0.684218	-0.242601	-0.0369434	0.26386	<nodata>	<nodata>	-0.0836854	0.0302658	-0.084075	0.0179878	0.0412303	-0.0157261	-0.00197205	0.111794	-0.29225
O08742	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.170225	<nodata>	<nodata>	0.44841	0.435906	<nodata>	<nodata>	<nodata>
O08749	-0.0942639	0.0111745	-0.100655	-0.554152	-0.0170141	-0.0445889	-0.0993907	-0.48545	-0.148974	0.0318981	0.0117158	-0.274333	-0.373381	-0.097283	-0.0887097	-0.436901	-0.037811	-0.0295369	-0.239886	0.441792	0.0649916	-0.0184672	-0.205201	0.106702	-0.0368703	0.00959538	-0.309711	0.00375593	-0.0292593	0.0446064	-0.329159	-0.0592302	-0.114969	-0.452036	-0.08225	0.0224882	-0.0890373	-0.419391	-0.0526417	0.0350061	-0.172943	-0.332774
O08756	-0.224299	-0.110132	-0.120774	-0.360202	-0.0811026	-0.170248	-0.197539	-0.456283	0.166728	0.11941	-0.031239	-0.310769	-0.0729876	0.0497804	-0.106699	-0.482668	0.121555	-0.0112972	-0.323274	0.426598	0.0201809	-0.123615	-0.433618	-0.0327406	0.0654068	0.056769	-0.303977	0.0155282	0.014448	0.00174831	-0.281825	-0.270995	-0.0905975	-0.592075	0.35175	0.182666	-0.0338216	-0.130791	0.447383	0.232331	-0.474181	0.259661
O08759	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O08784	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.218335	-0.122056	0.020454	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.193311
O08788	0.127878	-0.0666706	0.394227	0.156301	0.138769	-0.14317	0.205915	-0.0387712	0.0533053	0.315923	-0.247038	-0.0187091	-0.136131	0.274653	-0.00171613	0.172286	0.223014	0.0858421	-0.243678	<nodata>	0.0206253	0.045777	-0.294805	-0.150797	0.131196	0.0545768	0.125694	-0.22265	-0.387039	0.199939	-0.121198	-0.047065	-0.15825	-0.639287	-0.4171	-0.117641	0.538972	0.183458	-0.379054	0.138959	0.588215	0.276643
O08795	-0.0113383	0.0795124	-0.0729699	0.0568054	-0.0487876	0.101721	0.158704	0.0673071	0.459728	0.0508102	0.119796	-0.0166729	0.0273375	-0.126741	0.0715785	0.0345981	0.210705	-0.0143181	0.0207624	0.106672	-0.11338	-0.109078	-0.135932	-0.0804482	-0.0278604	-0.0955827	-0.135479	-0.0519969	-0.156505	-0.0787092	<nodata>	-0.115591	-0.0519363	-0.181122	-1.14129	-1.21257	-0.467645	1.20842	-0.365528	-0.760046	0.0857303	1.2455
O08807	-0.136742	0.122011	0.122953	0.619762	-0.11596	-0.0469358	0.116576	0.569385	0.220504	-0.0920978	-0.177791	-0.219195	0.198732	-0.0603897	-0.197254	-0.307313	0.180823	-0.110155	-0.246681	<nodata>	<nodata>	-0.0670065	0.0874013	0.0983746	0.0132611	-0.0425095	-0.108846	<nodata>	-0.26913	<nodata>	<nodata>	-0.0841476	-0.202994	-0.444671	0.0911925	-0.252102	0.137087	0.278132	0.0345645	-0.0720902	0.290406	0.33798
O08808	-0.135934	-0.122139	-0.346986	-0.524327	-0.0234184	-0.00756888	-0.420335	-0.335269	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.25909	-0.216474	0.0153279	0.184849	-0.052221	-0.035907	-0.553879	-0.152679	-0.0841252	-0.247091	-0.381892	0.289546	-0.367203	-0.485822	<nodata>	<nodata>	0.0660586	0.44805	-0.254347	<nodata>	-0.181542	0.181481
O08810	<nodata>	<nodata>	<nodata>	0.00638337	<nodata>	<nodata>	<nodata>	-0.315232	0.329891	0.721562	-0.125742	0.840244	<nodata>	1.07926	-0.268018	0.577461	0.105797	1.03497	-0.0179664	<nodata>	<nodata>	<nodata>	<nodata>	0.0822053	0.00438291	0.139145	-0.0438747	-0.0397781	0.0248716	0.180562	0.178043	-0.213382	-0.0769238	-0.302361	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O08911	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.318495	0.127881	-0.153808	<nodata>	0.132908	0.146246	-0.331148	<nodata>	0.105087	0.167611	-0.298523	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0348798	<nodata>	<nodata>	<nodata>
O08914	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.199722	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.233005	-0.231369	<nodata>	<nodata>	0.0890333	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O08915	-0.16787	0.102265	0.460053	0.254427	-0.247692	0.0884803	0.208668	0.130115	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0433938	<nodata>	<nodata>	<nodata>	-0.0628583	-0.0759139	0.324546	0.0588386	0.152377	0.365779	0.0875714	0.0257339	-0.124463	0.00121723	0.252136	0.36528	<nodata>	<nodata>	<nodata>	0.380645	0.188465	-0.285963	<nodata>	<nodata>	<nodata>	0.176413	<nodata>
O08917	-0.00475671	0.0811016	-0.236088	-0.705251	-0.331892	-0.010787	-0.280849	-0.141335	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.232545	-0.00713108	-0.270112	<nodata>	<nodata>	0.406351	<nodata>	0.692149	-0.565587	<nodata>	<nodata>
O08967	-0.202769	0.0338557	-0.051992	-0.485644	-0.247333	-0.052379	-0.302712	-0.510116	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.212028	0.229737	0.124936	-0.18512	-0.0793698	-0.00189046	-0.249033	-0.226309	<nodata>	<nodata>	<nodata>	-0.244783	-0.23616	0.71927	-0.682431	0.192714	-0.0994754	<nodata>	-0.709308
O08992	0.07486	-0.241912	0.300031	-0.290034	-0.0621465	-0.347738	-0.0213639	-0.0795716	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.178855	0.47029	<nodata>	0.100676	-0.278012	-0.0509524	<nodata>	<nodata>	0.177131	<nodata>	<nodata>	-0.630178	-0.30037	<nodata>
O08997	-0.116853	-0.0772364	0.0527165	-0.108075	-0.13125	-0.0618241	-0.0171873	-0.0661999	-0.326451	-0.075316	0.0761762	-0.255213	-0.679701	0.0604805	0.0104982	-0.259588	-0.282474	0.0472004	0.0394273	0.00579617	-0.0338737	-0.0348237	0.235161	<nodata>	-0.0894714	<nodata>	<nodata>	-0.0369909	0.0411098	0.0112575	-0.245879	-0.0304637	-0.107279	-0.200756	0.0248609	0.29687	-0.0704207	-0.157659	-0.00361316	0.226257	-0.0770597	-0.116073
O09039	0.39522	-0.192172	<nodata>	-0.460651	0.77388	0.135816	-0.340309	-0.415946	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.341415	0.313641	0.144065	-0.218666	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.291319	<nodata>	-0.16247	<nodata>	<nodata>	0.0631683	-0.345456	0.385391	-0.52694	-0.117118	-0.202466	0.191275	-0.541955
O09043	-0.194083	<nodata>	0.624955	0.227652	-0.272632	<nodata>	0.591628	0.167612	0.133662	0.30294	-0.239552	-0.195579	<nodata>	0.230338	-0.134268	<nodata>	0.218415	0.0185856	-0.932174	-0.174025	0.0997197	0.0505153	-0.0771806	-0.0692309	0.0973639	0.0220597	-0.314094	0.00485296	-0.00368268	0.110506	-0.370351	-0.0825596	-0.115643	-0.34223	0.12053	-0.0222414	0.0319708	0.479614	0.277898	0.216093	0.0670875	0.411856
O09044	-0.0155383	0.10831	0.0142106	-0.284616	0.0440546	-0.0547726	-0.00600333	-0.167284	<nodata>	-0.3837	<nodata>	-0.0926601	-0.122265	-0.473133	<nodata>	-0.193651	-0.155272	-0.296327	<nodata>	0.425057	-0.496278	-0.100293	0.0222406	0.361477	0.456067	<nodata>	-0.239799	0.311643	0.411827	-0.168098	-0.662417	<nodata>	<nodata>	0.373382	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O09049	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0673141	0.352487	0.370373	-0.172724	-0.0421611	-0.0829691	0.00302078	-0.525024	0.174859	0.38984	-0.321411	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.064672	-0.142175	0.0823798	-0.0675967	<nodata>	<nodata>	1.07732	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O09061	0.100772	0.03624	-0.0806325	0.264568	0.148438	0.0475715	0.052879	0.106643	<nodata>	0.084727	-0.124315	<nodata>	<nodata>	-0.0265671	0.217517	-0.15581	<nodata>	0.360434	<nodata>	-0.155065	-0.00197238	0.0903358	0.160696	0.0462428	-0.0605806	-0.175179	0.435916	0.0926732	0.0146897	0.262243	0.0656381	-0.00169488	0.0329484	-0.134075	0.0423263	0.496164	0.0791841	0.0579373	0.0896072	0.512194	0.0889161	0.0730334
O09106	0.114409	-0.0832508	0.17743	0.0131258	0.127549	-0.155218	0.0854575	-0.353454	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.227229	<nodata>	0.333513	-0.183478	<nodata>	<nodata>	<nodata>	<nodata>	0.19893	0.185762	-0.0352508	0.255431	0.112666	0.0895122	-0.0262972	0.0463218	0.0281135	-0.0251687	-0.402377
O09110	<nodata>	<nodata>	0.334264	<nodata>	<nodata>	<nodata>	0.281234	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.13807	-0.0827837	-0.0216173	0.516673	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.155023	-0.101739	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O09117	0.248545	-0.247787	-0.409796	-0.374688	0.19057	0.0569113	-0.356552	-0.00543267	<nodata>	<nodata>	0.0466039	<nodata>	<nodata>	<nodata>	-0.230321	-0.102383	<nodata>	<nodata>	0.515978	<nodata>	<nodata>	<nodata>	<nodata>	0.157947	0.0559438	0.0706122	-0.254181	-0.058997	0.0432999	-0.126568	-0.602233	-0.186571	-0.0251883	-0.225867	-0.0114474	-0.00120066	0.131865	-0.263672	0.0578727	0.0253116	0.211743	-0.201902
O09131	-0.0934967	0.0207941	-0.198525	-0.0642748	-0.0264894	-0.0436186	-0.313829	0.0325903	-0.0211574	0.143586	0.0847559	-0.53679	-0.366755	0.0386572	0.0069165	-0.346055	0.183448	-0.130474	-0.420108	0.052504	0.23139	-0.305479	-0.243574	0.017395	-0.0550587	-0.000209618	-0.00118794	0.0589626	-0.0541675	-0.052409	-0.286331	-0.100671	-0.123385	-0.763681	-0.564083	-0.328762	0.168199	-0.23299	-0.216996	-0.196678	0.153339	-0.387693
O09159	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0632904	<nodata>	-0.0319016	<nodata>	<nodata>	<nodata>	-0.0262567	<nodata>
O09161	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.211062	<nodata>	-0.307943	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.00997805	-0.80097	-0.104566	<nodata>	0.108131	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O09164	-0.170624	0.074043	0.201324	-0.0186176	-0.0754526	0.0760609	0.0226217	-0.0405451	0.0947324	-0.00572482	-0.104638	-0.00331872	-0.0285044	-0.122165	-0.284299	-0.381203	0.0680628	-0.121843	-0.592465	-0.010189	-0.228296	0.00171973	-0.0924066	-0.000772672	-0.0913069	-0.0441718	-0.179436	0.0348522	-0.00531857	-0.017464	-0.151092	-0.0824151	-0.620239	-0.546862	0.00671601	-0.0536598	-0.131859	-0.0461114	0.0660607	0.020513	-0.106765	-0.361706
O09165	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O09167	0.332975	-0.222301	-0.0498734	0.00061049	0.254781	-0.6678	0.0509196	-0.0319835	-0.0272071	0.195255	-0.154816	0.175607	-0.0980115	0.233318	-0.216463	0.321511	0.131439	0.155684	-0.205149	-0.115569	0.239635	0.0670326	0.13163	-0.0205176	0.135998	0.0600354	-0.0740299	-0.0453452	-0.228464	-0.0715479	0.166986	-0.147832	0.15387	-0.273472	-0.485111	0.750497	0.467836	0.506141	-0.221141	1.00777	0.688039	0.620902
O09172	0.247872	-0.054784	-0.0669181	<nodata>	0.0184044	0.197045	-0.130926	0.200107	-0.157572	<nodata>	0.015265	<nodata>	<nodata>	<nodata>	-0.163906	<nodata>	-0.0241107	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-1.01503	<nodata>	-0.133906	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.576267	0.0992257	0.642865	0.154694	-0.108714	0.00535217	-0.129575	0.145746	-0.0903617	-0.0631225	-0.363804
O35066	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.113608	-0.178688	-0.160068	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O35074	0.185524	-0.231465	-0.0896077	-0.386429	0.041908	-0.163044	-0.126345	-0.410611	0.127287	-0.157851	0.163102	0.226097	-0.124371	-0.262058	0.0280185	0.266809	0.0332332	-0.236534	-0.121301	0.00246502	0.239151	-0.00961799	0.447309	0.0910904	-0.0343234	-0.019168	-0.133668	-0.0498165	0.00693178	-0.0797967	-0.0718754	-0.190155	-0.336741	-0.39217	0.230592	0.1423	0.104553	0.00721598	0.180271	0.189058	0.134072	-0.0344125
O35098	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.178842	0.0362714	0.169915	0.678702	<nodata>	<nodata>	0.12252	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
O35114	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.397143	-0.410375	0.34337	-0.0403086	0.196745	-0.491686	0.368458	0.0745754	-0.00228042	-0.142833	0.0917946	<nodata>	<nodata>	-0.0844875	0.0271354	-0.235209	-0.0364735	0.159855	0.230965	-0.0463433	-0.178267	-0.318082	-0.566801	0.351057	0.328452	-0.698584	-0.151486	0.753062	-0.0536211	-0.12894	-0.437899	0.278036	-0.305777	0.173732
O35127	-1.14659	0.127094	<nodata>	0.084351	-0.71825	-0.339865	-0.17612	0.153311	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.728852	-0.107079	-0.249568	-0.0276803	<nodata>	-0.428317	0.272183	0.221932	<nodata>	<nodata>	0.218459	0.481288
O35129	-0.302024	-0.0492913	-0.339985	-0.116146	-0.211045	-0.130584	-0.499938	-0.214793	0.333187	0.184605	0.106975	-0.128964	0.230289	0.128972	-0.351621	-0.581047	0.310948	0.283613	-0.268121	<nodata>	-0.00359383	0.391065	0.305436	-0.0394856	0.0416055	0.0824202	-0.229003	-0.00631008	0.0277277	0.028021	-0.311052	-0.427479	-0.230435	-0.0175936	0.0194505	0.128561	-0.0251341	0.0280403	0.262639	0.144325	0.076942	0.101171
